# See the documentation on the wiki to learn how to edit this file.
#-------------------------------
# Temperate Zone (349) - Temperate Zone (15)
349,1,39,15,0,0
# Mountain Zone (390) - Temperate Zone (373)
390,West,100,373,East,0
# Swamp Zone (393) - Temperate Zone (373)
393,South,0,373,North,200
# Temperate Zone (377) - Temperate Zone (374)
377,North,0,374,South,0
# Mountain Zone (380) - Temperate Zone (374)
380,South,0,374,North,0
# Mountain Zone (381) - Temperate Zone (374)
381,West,50,374,East,0
# Mountain Zone (382) - Temperate Zone (374)
382,West,100,374,East,0
# Mountain Zone (386) - Temperate Zone (374)
386,West,150,374,East,0
# Mountain Zone (388) - Temperate Zone (374)
388,South,0,374,North,100
# Swamp Zone (393) - Temperate Zone (374)
393,South,0,374,North,150
# Mountain Zone (381) - Temperate Zone (377)
381,West,100,377,East,0
# Mountain Zone (382) - Temperate Zone (377)
382,West,150,377,East,0
# Mountain Zone (386) - Temperate Zone (377)
386,West,200,377,East,0
# Mountain Zone (381) - Mountain Zone (380)
381,West,0,380,East,0
# Mountain Zone (382) - Mountain Zone (380)
382,West,50,380,East,0
# Mountain Zone (386) - Mountain Zone (380)
386,West,100,380,East,0
# Mountain Zone (389) - Mountain Zone (380)
389,South,0,380,North,100
# Mountain Zone (390) - Mountain Zone (380)
390,South,0,380,North,0
# Mountain Zone (382) - Mountain Zone (381)
382,South,0,381,North,0
# Mountain Zone (388) - Mountain Zone (381)
388,West,0,381,East,0
# Mountain Zone (389) - Mountain Zone (381)
389,West,50,381,East,0
# Mountain Zone (390) - Mountain Zone (381)
390,East,50,381,West,0
# Mountain Zone (386) - Mountain Zone (382)
386,South,0,382,North,0
# Mountain Zone (388) - Mountain Zone (382)
388,West,0,382,East,50
# Mountain Zone (389) - Mountain Zone (382)
389,West,0,382,East,0
# Mountain Zone (390) - Mountain Zone (382)
390,East,0,382,West,0
# Swamp Zone (393) - Mountain Zone (382)
393,North,0,382,South,100
# Mountain Zone (388) - Mountain Zone (386)
388,West,0,386,East,100
# Mountain Zone (389) - Mountain Zone (386)
389,West,0,386,East,50
# Mountain Zone (390) - Mountain Zone (386)
390,North,50,386,South,0
# Mountain Zone (389) - Mountain Zone (388)
389,South,0,388,North,0
# Mountain Zone (390) - Mountain Zone (388)
390,South,100,388,North,0
# Swamp Zone (393) - Mountain Zone (388)
393,West,0,388,East,0
# Swamp Zone (393) - Mountain Zone (389)
393,West,0,389,East,50
# Swamp Zone (393) - Mountain Zone (390)
393,North,0,390,South,150
# Temperate Zone (8) - Mountain Zone (17)
8,North,100,17,South,0
# Temperate Zone (13) - Mountain Zone (17)
13,East,0,17,West,100
# Temperate Zone (9) - Mountain Zone (17)
9,North,50,17,South,0
# Southern Beach (26) - Mountain Zone (17)
26,West,0,17,East,100
# Mountain Zone (16) - Mountain Zone (17)
16,East,0,17,West,0
# Swamp Zone (34) - Mountain Zone (17)
34,North,0,17,South,100
# Mountain Zone (19) - Mountain Zone (17)
19,South,0,17,North,0
# Temperate Ocean (59) - Mountain Zone (17)
59,East,0,17,West,150
# Mountain Zone (30) - Mountain Zone (17)
30,East,50,17,West,0
# Mountain Zone (28) - Mountain Zone (17)
28,West,0,17,East,0
# Mountain Zone (29) - Mountain Zone (17)
29,West,50,17,East,0
# Swamp Zone (35) - Mountain Zone (17)
35,West,0,17,East,50
# S.S Glittering Wreck (102) - Mountain Zone (17)
102,East,0,17,West,250
# Temperate Ocean (58) - Mountain Zone (17)
58,East,0,17,West,200
# Temperate-Snowy Zone (68) - Mountain Zone (17)
68,South,100,17,North,0
# Southern Beach (234) - Mountain Zone (17)
234,West,0,17,East,149
# Temperate Ocean (235) - Mountain Zone (17)
235,West,0,17,East,198
# Temperate Zone (4) - Temperate Zone (8)
4,North,50,8,South,0
# Temperate Zone (5) - Temperate Zone (8)
5,East,0,8,West,100
# Temperate Zone (7) - Temperate Zone (8)
7,North,0,8,South,0
# Temperate Zone (13) - Temperate Zone (8)
13,West,0,8,East,50
# Temperate Zone (9) - Temperate Zone (8)
9,West,0,8,East,0
# Southern Beach (218) - Temperate Zone (8)
218,North,0,8,South,200
# Southern Beach (26) - Temperate Zone (8)
26,North,0,8,South,150
# Mountain Zone (16) - Temperate Zone (8)
16,West,50,8,East,0
# Temperate Ocean (59) - Temperate Zone (8)
59,West,0,8,East,100
# Mountain Zone (30) - Temperate Zone (8)
30,West,100,8,East,0
# Mountain Zone (28) - Temperate Zone (8)
28,South,0,8,North,150
# Swamp Zone (33) - Temperate Zone (8)
33,South,0,8,North,200
# Temperate-Snowy Zone (44) - Temperate Zone (8)
44,South,20,8,North,0
# Temperate Ocean (300) - Temperate Zone (8)
300,North,100,8,South,0
# Temperate Ocean (39) - Temperate Zone (8)
39,East,0,8,West,200
# Temperate Ocean (48) - Temperate Zone (8)
48,East,0,8,West,150
# S.S Glittering Wreck (102) - Temperate Zone (8)
102,West,0,8,East,200
# Temperate Ocean (58) - Temperate Zone (8)
58,West,0,8,East,150
# S.S Glittering Wreck (101) - Temperate Zone (8)
101,West,0,8,East,250
# Temperate Zone (5) - Temperate Zone (4)
5,North,0,4,South,0
# Temperate Ocean (243) - Temperate Zone (4)
243,North,50,4,South,0
# Temperate Zone (7) - Temperate Zone (4)
7,West,0,4,East,0
# Temperate Zone (9) - Temperate Zone (4)
9,South,0,4,North,100
# Swamp Zone (34) - Temperate Zone (4)
34,South,0,4,North,250
# Temperate Ocean (59) - Temperate Zone (4)
59,North,0,4,South,100
# Swamp Zone (35) - Temperate Zone (4)
35,South,0,4,North,200
# Temperate Ocean (300) - Temperate Zone (4)
300,East,0,4,West,0
# Temperate Ocean (38) - Temperate Zone (4)
38,East,0,4,West,100
# Southern Ocean (42) - Temperate Zone (4)
42,West,0,4,East,150
# Temperate Ocean (57) - Temperate Zone (4)
57,West,0,4,East,100
# Temperate-Snowy Zone (68) - Temperate Zone (4)
68,West,150,4,East,0
# Temperate Ocean (62) - Temperate Zone (4)
62,East,0,4,West,150
# Temperate Zone (64) - Temperate Zone (4)
64,West,0,4,East,72
# Red and Blue's Cabin (103) - Temperate Zone (4)
103,West,0,4,East,200
# Temperate Ocean (243) - Temperate Zone (5)
243,East,0,5,West,0
# Temperate Zone (7) - Temperate Zone (5)
7,West,50,5,East,0
# Temperate Zone (13) - Temperate Zone (5)
13,South,0,5,North,100
# Temperate Ocean (300) - Temperate Zone (5)
300,East,50,5,West,0
# Temperate Ocean (38) - Temperate Zone (5)
38,North,50,5,South,0
# Temperate Ocean (48) - Temperate Zone (5)
48,North,0,5,South,0
# Southern Ocean (42) - Temperate Zone (5)
42,West,0,5,East,100
# Temperate Ocean (57) - Temperate Zone (5)
57,West,0,5,East,50
# Temperate Ocean (58) - Temperate Zone (5)
58,North,0,5,South,100
# Temperate-Snowy Zone (68) - Temperate Zone (5)
68,West,200,5,East,0
# Temperate Ocean (62) - Temperate Zone (5)
62,East,0,5,West,100
# Temperate Zone (64) - Temperate Zone (5)
64,West,0,5,East,22
# Red and Blue's Cabin (103) - Temperate Zone (5)
103,West,0,5,East,150
# Temperate Zone (7) - Temperate Ocean (243)
7,South,0,243,North,100
# Temperate Zone (13) - Temperate Ocean (243)
13,South,0,243,North,150
# Temperate Ocean (300) - Temperate Ocean (243)
300,South,0,243,North,0
# Temperate Ocean (39) - Temperate Ocean (243)
39,West,0,243,East,100
# Temperate Ocean (38) - Temperate Ocean (243)
38,North,0,243,South,0
# Temperate Ocean (48) - Temperate Ocean (243)
48,West,0,243,East,50
# Temperate Ocean (57) - Temperate Ocean (243)
57,North,0,243,South,100
# Temperate Ocean (58) - Temperate Ocean (243)
58,North,0,243,South,150
# West Shore (205) - Temperate Ocean (243)
205,East,47,243,West,0
# Temperate Zone (13) - Temperate Zone (7)
13,West,0,7,East,0
# Temperate Zone (9) - Temperate Zone (7)
9,West,50,7,East,0
# Mountain Zone (16) - Temperate Zone (7)
16,West,100,7,East,0
# Swamp Zone (34) - Temperate Zone (7)
34,South,0,7,North,200
# Temperate Ocean (59) - Temperate Zone (7)
59,West,0,7,East,50
# Mountain Zone (30) - Temperate Zone (7)
30,West,150,7,East,0
# Swamp Zone (35) - Temperate Zone (7)
35,South,0,7,North,150
# Temperate Ocean (39) - Temperate Zone (7)
39,East,0,7,West,150
# Temperate Ocean (48) - Temperate Zone (7)
48,East,0,7,West,100
# S.S Glittering Wreck (102) - Temperate Zone (7)
102,West,0,7,East,150
# Temperate Ocean (58) - Temperate Zone (7)
58,West,0,7,East,100
# S.S Glittering Wreck (101) - Temperate Zone (7)
101,West,0,7,East,200
# Temperate Zone (9) - Temperate Zone (13)
9,South,0,13,North,0
# Swamp Zone (34) - Temperate Zone (13)
34,South,0,13,North,150
# Southern Beach (53) - Temperate Zone (13)
53,West,1,13,East,0
# Mountain Zone (19) - Temperate Zone (13)
19,West,150,13,East,0
# Temperate Ocean (59) - Temperate Zone (13)
59,North,0,13,South,0
# Mountain Zone (24) - Temperate Zone (13)
24,West,200,13,East,0
# Temperate-Snowy Zone (44) - Temperate Zone (13)
44,East,100,13,West,0
# Temperate Ocean (61) - Temperate Zone (13)
61,West,0,13,East,99
# Swamp Zone (35) - Temperate Zone (13)
35,South,0,13,North,100
# Southern Ocean (42) - Temperate Zone (13)
42,East,0,13,West,150
# Temperate Ocean (57) - Temperate Zone (13)
57,East,0,13,West,100
# Temperate Ocean (60) - Temperate Zone (13)
60,West,0,13,East,49
# Temperate-Snowy Zone (68) - Temperate Zone (13)
68,East,150,13,West,0
# Temperate Zone (64) - Temperate Zone (13)
64,East,0,13,West,72
# Southern Beach (218) - Temperate Zone (9)
218,North,0,9,South,150
# Southern Beach (26) - Temperate Zone (9)
26,North,0,9,South,100
# Mountain Zone (16) - Temperate Zone (9)
16,South,0,9,North,0
# Mountain Zone (28) - Temperate Zone (9)
28,South,0,9,North,100
# Swamp Zone (33) - Temperate Zone (9)
33,South,0,9,North,150
# Temperate-Snowy Zone (44) - Temperate Zone (9)
44,East,50,9,West,0
# Temperate Ocean (300) - Temperate Zone (9)
300,North,150,9,South,0
# Southern Ocean (42) - Temperate Zone (9)
42,East,0,9,West,200
# Temperate Ocean (57) - Temperate Zone (9)
57,East,0,9,West,150
# Temperate-Snowy Zone (68) - Temperate Zone (9)
68,East,100,9,West,0
# Temperate Zone (64) - Temperate Zone (9)
64,East,0,9,West,122
# Southern Beach (218) - Swamp Zone (109)
218,East,0,109,West,100
# Swamp Zone (34) - Swamp Zone (109)
34,East,0,109,West,50
# Mountain Zone (19) - Swamp Zone (109)
19,South,150,109,North,0
# Mountain Zone (30) - Swamp Zone (109)
30,South,200,109,North,0
# Swamp Zone (33) - Swamp Zone (109)
33,East,0,109,West,0
# Mountain Zone (29) - Swamp Zone (109)
29,South,100,109,North,0
# Temperate-Snowy Zone (68) - Swamp Zone (109)
68,South,250,109,North,0
# Southern Beach (233) - Swamp Zone (109)
233,East,0,109,West,149
# Temperate Ocean (236) - Swamp Zone (109)
236,East,0,109,West,198
# Deep Swamp (36) - Swamp Zone (109)
36,North,0,109,South,28
# Southern Beach (26) - Southern Beach (218)
26,East,0,218,West,0
# Swamp Zone (34) - Southern Beach (218)
34,South,0,218,North,0
# Mountain Zone (28) - Southern Beach (218)
28,East,100,218,West,0
# Mountain Zone (29) - Southern Beach (218)
29,East,150,218,West,0
# Swamp Zone (35) - Southern Beach (218)
35,East,50,218,West,0
# Temperate Ocean (60) - Southern Beach (218)
60,North,100,218,South,0
# Southern Beach (234) - Southern Beach (218)
234,North,50,218,South,0
# Southern Beach (233) - Southern Beach (218)
233,North,0,218,South,0
# Temperate Ocean (235) - Southern Beach (218)
235,East,0,218,West,98
# Swamp Zone (34) - Southern Beach (26)
34,West,50,26,East,0
# Southern Beach (53) - Southern Beach (26)
53,East,1,26,West,0
# Mountain Zone (19) - Southern Beach (26)
19,East,150,26,West,0
# Mountain Zone (24) - Southern Beach (26)
24,East,200,26,West,0
# Swamp Zone (33) - Southern Beach (26)
33,West,100,26,East,0
# Temperate Ocean (61) - Southern Beach (26)
61,East,0,26,West,99
# Swamp Zone (35) - Southern Beach (26)
35,South,0,26,North,0
# Temperate Ocean (60) - Southern Beach (26)
60,North,50,26,South,0
# Southern Beach (234) - Southern Beach (26)
234,North,0,26,South,0
# Southern Beach (233) - Southern Beach (26)
233,West,0,26,East,49
# Temperate Ocean (236) - Southern Beach (26)
236,West,0,26,East,98
# Swamp Zone (34) - Mountain Zone (16)
34,North,0,16,South,150
# Southern Beach (53) - Mountain Zone (16)
53,West,0,16,East,99
# Mountain Zone (19) - Mountain Zone (16)
19,West,50,16,East,0
# Mountain Zone (24) - Mountain Zone (16)
24,West,100,16,East,0
# Mountain Zone (30) - Mountain Zone (16)
30,South,0,16,North,0
# Mountain Zone (29) - Mountain Zone (16)
29,South,0,16,North,100
# Temperate-Snowy Zone (44) - Mountain Zone (16)
44,East,0,16,West,0
# Temperate Ocean (61) - Mountain Zone (16)
61,West,0,16,East,199
# Swamp Zone (35) - Mountain Zone (16)
35,North,0,16,South,100
# Southern Ocean (42) - Mountain Zone (16)
42,East,0,16,West,250
# Temperate Ocean (57) - Mountain Zone (16)
57,East,0,16,West,200
# Temperate Ocean (60) - Mountain Zone (16)
60,West,0,16,East,149
# Temperate-Snowy Zone (68) - Mountain Zone (16)
68,East,50,16,West,0
# Temperate Zone (64) - Mountain Zone (16)
64,East,0,16,West,172
# Mountain Zone (28) - Swamp Zone (34)
28,East,50,34,West,0
# Swamp Zone (33) - Swamp Zone (34)
33,South,0,34,North,0
# Mountain Zone (29) - Swamp Zone (34)
29,East,100,34,West,0
# Temperate-Snowy Zone (44) - Swamp Zone (34)
44,South,220,34,North,0
# Swamp Zone (35) - Swamp Zone (34)
35,East,0,34,West,0
# Temperate Ocean (300) - Swamp Zone (34)
300,North,300,34,South,0
# Southern Beach (234) - Swamp Zone (34)
234,East,0,34,West,99
# Temperate Ocean (235) - Swamp Zone (34)
235,East,0,34,West,148
# Temperate Ocean (59) - Southern Beach (53)
59,East,0,53,West,51
# Mountain Zone (30) - Southern Beach (53)
30,East,149,53,West,0
# Mountain Zone (28) - Southern Beach (53)
28,West,99,53,East,0
# Mountain Zone (29) - Southern Beach (53)
29,West,149,53,East,0
# Swamp Zone (35) - Southern Beach (53)
35,West,49,53,East,0
# S.S Glittering Wreck (102) - Southern Beach (53)
102,East,0,53,West,151
# Temperate Ocean (58) - Southern Beach (53)
58,East,0,53,West,101
# Temperate Ocean (60) - Southern Beach (53)
60,North,0,53,South,0
# Southern Beach (234) - Southern Beach (53)
234,West,0,53,East,50
# Southern Beach (233) - Southern Beach (53)
233,North,0,53,South,100
# Temperate Ocean (235) - Southern Beach (53)
235,West,0,53,East,99
# Temperate Ocean (59) - Mountain Zone (19)
59,East,0,19,West,200
# Mountain Zone (24) - Mountain Zone (19)
24,South,0,19,North,0
# Mountain Zone (30) - Mountain Zone (19)
30,East,0,19,West,0
# Mountain Zone (28) - Mountain Zone (19)
28,West,0,19,East,50
# Swamp Zone (33) - Mountain Zone (19)
33,North,0,19,South,100
# Mountain Zone (29) - Mountain Zone (19)
29,West,0,19,East,0
# Temperate-Snowy Zone (44) - Mountain Zone (19)
44,North,120,19,South,0
# Swamp Zone (35) - Mountain Zone (19)
35,West,0,19,East,100
# S.S Glittering Wreck (102) - Mountain Zone (19)
102,East,0,19,West,300
# Temperate Ocean (58) - Mountain Zone (19)
58,East,0,19,West,250
# Southern Beach (234) - Mountain Zone (19)
234,West,0,19,East,199
# Temperate Ocean (235) - Mountain Zone (19)
235,West,0,19,East,248
# Mountain Zone (24) - Temperate Ocean (59)
24,West,250,59,East,0
# Temperate-Snowy Zone (44) - Temperate Ocean (59)
44,East,150,59,West,0
# Temperate Ocean (61) - Temperate Ocean (59)
61,West,0,59,East,49
# Temperate Ocean (300) - Temperate Ocean (59)
300,South,150,59,North,0
# Temperate Ocean (38) - Temperate Ocean (59)
38,North,150,59,South,0
# Temperate Ocean (48) - Temperate Ocean (59)
48,North,100,59,South,0
# Southern Ocean (42) - Temperate Ocean (59)
42,East,0,59,West,100
# Temperate Ocean (57) - Temperate Ocean (59)
57,North,50,59,South,0
# Temperate Ocean (58) - Temperate Ocean (59)
58,North,0,59,South,0
# Temperate Ocean (60) - Temperate Ocean (59)
60,West,1,59,East,0
# Temperate-Snowy Zone (68) - Temperate Ocean (59)
68,East,200,59,West,0
# Temperate Zone (64) - Temperate Ocean (59)
64,East,0,59,West,22
# Mountain Zone (30) - Mountain Zone (24)
30,North,50,24,South,0
# Mountain Zone (28) - Mountain Zone (24)
28,West,0,24,East,100
# Mountain Zone (29) - Mountain Zone (24)
29,West,0,24,East,50
# Swamp Zone (35) - Mountain Zone (24)
35,West,0,24,East,150
# S.S Glittering Wreck (102) - Mountain Zone (24)
102,East,0,24,West,350
# Temperate Ocean (58) - Mountain Zone (24)
58,East,0,24,West,300
# Temperate-Snowy Zone (68) - Mountain Zone (24)
68,North,100,24,South,0
# Southern Beach (234) - Mountain Zone (24)
234,West,0,24,East,249
# Temperate Ocean (235) - Mountain Zone (24)
235,West,0,24,East,298
# Mountain Zone (28) - Mountain Zone (30)
28,North,0,30,South,100
# Swamp Zone (33) - Mountain Zone (30)
33,North,0,30,South,150
# Temperate-Snowy Zone (44) - Mountain Zone (30)
44,North,70,30,South,0
# Temperate Ocean (61) - Mountain Zone (30)
61,West,0,30,East,249
# Southern Ocean (42) - Mountain Zone (30)
42,East,0,30,West,300
# Temperate Ocean (57) - Mountain Zone (30)
57,East,0,30,West,250
# Temperate Ocean (60) - Mountain Zone (30)
60,West,0,30,East,199
# Temperate-Snowy Zone (68) - Mountain Zone (30)
68,East,0,30,West,0
# Temperate Zone (64) - Mountain Zone (30)
64,East,0,30,West,222
# Swamp Zone (33) - Mountain Zone (28)
33,West,0,28,East,0
# Mountain Zone (29) - Mountain Zone (28)
29,South,0,28,North,0
# Temperate Ocean (61) - Mountain Zone (28)
61,East,0,28,West,199
# Swamp Zone (35) - Mountain Zone (28)
35,North,0,28,South,0
# Temperate Ocean (60) - Mountain Zone (28)
60,East,0,28,West,149
# Temperate-Snowy Zone (68) - Mountain Zone (28)
68,South,150,28,North,0
# Southern Beach (233) - Mountain Zone (28)
233,West,0,28,East,149
# Temperate Ocean (236) - Mountain Zone (28)
236,West,0,28,East,198
# Mountain Zone (29) - Swamp Zone (33)
29,East,50,33,West,0
# Swamp Zone (35) - Swamp Zone (33)
35,North,50,33,South,0
# Temperate-Snowy Zone (68) - Swamp Zone (33)
68,South,200,33,North,0
# Southern Beach (234) - Swamp Zone (33)
234,East,0,33,West,149
# Temperate Ocean (235) - Swamp Zone (33)
235,East,0,33,West,198
# Temperate-Snowy Zone (44) - Mountain Zone (29)
44,North,170,29,South,0
# Temperate Ocean (61) - Mountain Zone (29)
61,East,0,29,West,249
# Temperate Ocean (60) - Mountain Zone (29)
60,East,0,29,West,199
# Southern Beach (233) - Mountain Zone (29)
233,West,0,29,East,199
# Temperate Ocean (236) - Mountain Zone (29)
236,West,0,29,East,248
# Swamp Zone (35) - Temperate-Snowy Zone (44)
35,North,0,44,South,170
# S.S Glittering Wreck (102) - Temperate-Snowy Zone (44)
102,West,0,44,East,250
# Temperate Ocean (58) - Temperate-Snowy Zone (44)
58,West,0,44,East,200
# Temperate-Snowy Zone (68) - Temperate-Snowy Zone (44)
68,South,0,44,North,20
# S.S Glittering Wreck (101) - Temperate-Snowy Zone (44)
101,West,0,44,East,300
# Swamp Zone (35) - Temperate Ocean (61)
35,West,149,61,East,0
# Temperate Ocean (39) - Temperate Ocean (61)
39,North,150,61,South,0
# Southern Ocean (42) - Temperate Ocean (61)
42,North,100,61,South,0
# S.S Glittering Wreck (102) - Temperate Ocean (61)
102,North,50,61,South,0
# Temperate Ocean (58) - Temperate Ocean (61)
58,East,0,61,West,1
# Temperate Ocean (60) - Temperate Ocean (61)
60,South,0,61,North,0
# Temperate Ocean (62) - Temperate Ocean (61)
62,North,200,61,South,0
# Southern Beach (234) - Temperate Ocean (61)
234,West,50,61,East,0
# Temperate Ocean (235) - Temperate Ocean (61)
235,West,1,61,East,0
# Temperate Ocean (300) - Swamp Zone (35)
300,North,250,35,South,0
# Temperate Ocean (60) - Swamp Zone (35)
60,East,0,35,West,99
# Southern Beach (233) - Swamp Zone (35)
233,West,0,35,East,99
# Temperate Ocean (236) - Swamp Zone (35)
236,West,0,35,East,148
# Temperate Ocean (39) - Temperate Ocean (300)
39,West,0,300,East,150
# Temperate Ocean (48) - Temperate Ocean (300)
48,West,0,300,East,100
# West Shore (205) - Temperate Ocean (300)
205,East,0,300,West,3
# Temperate Ocean (38) - Temperate Ocean (39)
38,East,50,39,West,0
# Temperate Ocean (48) - Temperate Ocean (39)
48,South,0,39,North,0
# Southern Ocean (42) - Temperate Ocean (39)
42,West,0,39,East,0
# Temperate Ocean (57) - Temperate Ocean (39)
57,West,50,39,East,0
# Temperate Ocean (58) - Temperate Ocean (39)
58,South,0,39,North,100
# Temperate-Snowy Zone (68) - Temperate Ocean (39)
68,West,300,39,East,0
# Temperate Ocean (62) - Temperate Ocean (39)
62,East,0,39,West,0
# Temperate Zone (64) - Temperate Ocean (39)
64,West,78,39,East,0
# S.S Glittering Wreck (101) - Temperate Ocean (39)
101,North,0,39,South,100
# Red and Blue's Cabin (103) - Temperate Ocean (39)
103,West,0,39,East,50
# Temperate Ocean (48) - Temperate Ocean (38)
48,West,0,38,East,0
# Southern Ocean (42) - Temperate Ocean (38)
42,North,0,38,South,100
# S.S Glittering Wreck (102) - Temperate Ocean (38)
102,North,0,38,South,150
# Temperate Ocean (62) - Temperate Ocean (38)
62,North,0,38,South,0
# Temperate Zone (64) - Temperate Ocean (38)
64,South,0,38,North,100
# West Shore (205) - Temperate Ocean (38)
205,East,97,38,West,0
# Southern Ocean (42) - Temperate Ocean (48)
42,West,0,48,East,50
# Temperate Ocean (57) - Temperate Ocean (48)
57,West,0,48,East,0
# S.S Glittering Wreck (102) - Temperate Ocean (48)
102,North,0,48,South,100
# Temperate-Snowy Zone (68) - Temperate Ocean (48)
68,West,250,48,East,0
# Temperate Ocean (62) - Temperate Ocean (48)
62,North,50,48,South,0
# Temperate Zone (64) - Temperate Ocean (48)
64,West,28,48,East,0
# Red and Blue's Cabin (103) - Temperate Ocean (48)
103,West,0,48,East,100
# Temperate Ocean (57) - Southern Ocean (42)
57,South,0,42,North,0
# S.S Glittering Wreck (102) - Southern Ocean (42)
102,West,0,42,East,0
# Temperate Ocean (58) - Southern Ocean (42)
58,West,50,42,East,0
# S.S Glittering Wreck (101) - Southern Ocean (42)
101,West,0,42,East,50
# Red and Blue's Cabin (103) - Southern Ocean (42)
103,North,0,42,South,0
# S.S Glittering Wreck (102) - Temperate Ocean (57)
102,West,0,57,East,50
# Temperate Ocean (58) - Temperate Ocean (57)
58,West,0,57,East,0
# Temperate Ocean (62) - Temperate Ocean (57)
62,North,100,57,South,0
# Temperate Zone (64) - Temperate Ocean (57)
64,South,0,57,North,0
# S.S Glittering Wreck (101) - Temperate Ocean (57)
101,West,0,57,East,100
# Temperate Ocean (58) - S.S Glittering Wreck (102)
58,South,0,102,North,0
# Temperate Ocean (60) - S.S Glittering Wreck (102)
60,West,101,102,East,0
# Temperate-Snowy Zone (68) - S.S Glittering Wreck (102)
68,East,300,102,West,0
# Temperate Zone (64) - S.S Glittering Wreck (102)
64,East,78,102,West,0
# S.S Glittering Wreck (101) - S.S Glittering Wreck (102)
101,North,0,102,South,0
# Red and Blue's Cabin (103) - S.S Glittering Wreck (102)
103,North,50,102,South,0
# Temperate Ocean (60) - Temperate Ocean (58)
60,West,51,58,East,0
# Temperate-Snowy Zone (68) - Temperate Ocean (58)
68,East,250,58,West,0
# Temperate Ocean (62) - Temperate Ocean (58)
62,North,150,58,South,0
# Temperate Zone (64) - Temperate Ocean (58)
64,East,28,58,West,0
# Southern Beach (234) - Temperate Ocean (60)
234,West,0,60,East,0
# Temperate Ocean (235) - Temperate Ocean (60)
235,West,0,60,East,49
# S.S Glittering Wreck (101) - Temperate-Snowy Zone (68)
101,West,0,68,East,350
# S.S Glittering Wreck (101) - Temperate Ocean (62)
101,North,0,62,South,150
# West Shore (205) - Temperate Ocean (62)
205,East,147,62,West,0
# Red and Blue's Cabin (103) - Temperate Ocean (62)
103,North,0,62,South,100
# S.S Glittering Wreck (101) - Temperate Zone (64)
101,West,0,64,East,128
# Temperate Ocean (295) - Temperate Zone (64)
295,South,200,64,North,0
# West Shore (205) - Temperate Ocean (295)
205,West,19,295,East,0
# Temperate Ocean (296) - Temperate Ocean (295)
296,South,0,295,North,0
# Temperate Ocean (302) - Temperate Ocean (295)
302,East,50,295,West,0
# Temperate Ocean (307) - Temperate Ocean (295)
307,South,100,295,North,0
# Temperate Ocean (310) - Temperate Ocean (295)
310,East,100,295,West,0
# Temperate Ocean (296) - West Shore (205)
296,East,31,205,West,0
# Temperate Ocean (308) - West Shore (205)
308,East,81,205,West,0
# Temperate Ocean (302) - Temperate Ocean (296)
302,East,0,296,West,0
# Temperate Ocean (308) - Temperate Ocean (296)
308,South,0,296,North,0
# Temperate Ocean (310) - Temperate Ocean (296)
310,East,50,296,West,0
# Temperate Ocean (309) - Temperate Ocean (296)
309,South,100,296,North,0
# Temperate Ocean (308) - Temperate Ocean (302)
308,West,50,302,East,0
# Temperate Ocean (307) - Temperate Ocean (302)
307,East,0,302,West,0
# Temperate Ocean (310) - Temperate Ocean (302)
310,South,0,302,North,0
# Temperate Ocean (309) - Temperate Ocean (302)
309,East,50,302,West,0
# Temperate Ocean (307) - Temperate Ocean (308)
307,North,100,308,South,0
# Temperate Ocean (310) - Temperate Ocean (308)
310,East,0,308,West,0
# Temperate Ocean (310) - Temperate Ocean (307)
310,West,50,307,East,0
# Temperate Ocean (309) - Temperate Ocean (307)
309,South,0,307,North,0
# Temperate Ocean (309) - Temperate Ocean (310)
309,East,0,310,West,0
# Southern Beach (233) - Southern Beach (234)
233,West,0,234,East,0
# Temperate Ocean (235) - Southern Beach (234)
235,North,0,234,South,0
# Temperate Ocean (236) - Southern Beach (234)
236,West,0,234,East,49
# Temperate Ocean (235) - Southern Beach (233)
235,North,50,233,South,0
# Temperate Ocean (236) - Southern Beach (233)
236,North,0,233,South,0
# Temperate Ocean (236) - Temperate Ocean (235)
236,West,0,235,East,0
