Approximately 675 Pokemon Available under: 'Default', 'have_roamers', 'have_family'
  
Type Data:
  
0 Pokemon which Types include: Crystal
2 Pokemon which Types include: Wind
27 Pokemon which Types include: Fairy
30 Pokemon which Types include: Steel
35 Pokemon which Types include: Dragon
35 Pokemon which Types include: Fighting
35 Pokemon which Types include: Ice
38 Pokemon which Types include: Electric
43 Pokemon which Types include: Dark
44 Pokemon which Types include: Ghost
47 Pokemon which Types include: Fire
52 Pokemon which Types include: Rock
57 Pokemon which Types include: Poison
61 Pokemon which Types include: Ground
66 Pokemon which Types include: Psychic
68 Pokemon which Types include: Bug
85 Pokemon which Types include: Grass
87 Pokemon which Types include: Normal
88 Pokemon which Types include: Flying
118 Pokemon which Types include: Water
  
List of Available Species:
16 Pokemon which have Move: Ice Shard
15 Pokemon which have Move: U-turn
15 Pokemon which have Move: Drill Peck
15 Pokemon which have Move: Dragon Rush
15 Pokemon which have Move: Work Up
15 Pokemon which have Move: Stealth Rock
15 Pokemon which have Move: Dragon Dance
15 Pokemon which have Move: Ingrain
15 Pokemon which have Move: Aurora Beam
15 Pokemon which have Move: Giga Impact
15 Pokemon which have Move: Block
15 Pokemon which have Move: Flatter
15 Pokemon which have Move: Incinerate
15 Pokemon which have Move: Smog
15 Pokemon which have Move: Bulk Up
14 Pokemon which have Move: Moonlight
14 Pokemon which have Move: Phantom Force
14 Pokemon which have Move: Pain Split
14 Pokemon which have Move: Retaliate
14 Pokemon which have Move: Bullet Seed
14 Pokemon which have Move: Super Fang
14 Pokemon which have Move: Petal Blizzard
14 Pokemon which have Move: Reflect
14 Pokemon which have Move: Venoshock
14 Pokemon which have Move: Coil
13 Pokemon which have Move: Guillotine
13 Pokemon which have Move: Final Gambit
13 Pokemon which have Move: After You
13 Pokemon which have Move: Round
13 Pokemon which have Move: Soak
13 Pokemon which have Move: Petal Dance
13 Pokemon which have Move: Natural Gift
13 Pokemon which have Move: Acid Armor
13 Pokemon which have Move: Grudge
13 Pokemon which have Move: Foul Play
13 Pokemon which have Move: Lava Plume
13 Pokemon which have Move: Rock Tomb
13 Pokemon which have Move: Acid Spray
13 Pokemon which have Move: Razor Shell
13 Pokemon which have Move: Healing Wish
13 Pokemon which have Move: Wring Out
13 Pokemon which have Move: Fire Punch
13 Pokemon which have Move: Teleport
13 Pokemon which have Move: Megahorn
12 Pokemon which have Move: Horn Attack
12 Pokemon which have Move: Odor Sleuth
12 Pokemon which have Move: Teeter Dance
12 Pokemon which have Move: Poison Gas
12 Pokemon which have Move: Wood Hammer
12 Pokemon which have Move: Sludge Bomb
12 Pokemon which have Move: Bubble
12 Pokemon which have Move: Psyshock
12 Pokemon which have Move: Acrobatics
12 Pokemon which have Move: Bide
12 Pokemon which have Move: Perish Song
12 Pokemon which have Move: Fissure
12 Pokemon which have Move: Liquidation
12 Pokemon which have Move: Twister
12 Pokemon which have Move: Zap Cannon
12 Pokemon which have Move: Dream Eater
12 Pokemon which have Move: Draining Kiss
12 Pokemon which have Move: Leech Life
12 Pokemon which have Move: Rage
12 Pokemon which have Move: Torment
12 Pokemon which have Move: Magnet Rise
11 Pokemon which have Move: Cosmic Power
11 Pokemon which have Move: Nuzzle
11 Pokemon which have Move: Tri Attack
11 Pokemon which have Move: Dual Chop
11 Pokemon which have Move: Sky Attack
11 Pokemon which have Move: Infestation
11 Pokemon which have Move: Guard Split
11 Pokemon which have Move: Stored Power
11 Pokemon which have Move: Grassy Terrain
11 Pokemon which have Move: Snore
11 Pokemon which have Move: Dazzling Gleam
11 Pokemon which have Move: Nature Power
11 Pokemon which have Move: Fairy Wind
10 Pokemon which have Move: Guard Swap
10 Pokemon which have Move: Sketch
10 Pokemon which have Move: Autotomize
10 Pokemon which have Move: Attract
10 Pokemon which have Move: Role Play
10 Pokemon which have Move: Gunk Shot
10 Pokemon which have Move: Power Whip
10 Pokemon which have Move: Sticky Web
10 Pokemon which have Move: Stomping Tantrum
10 Pokemon which have Move: Entrainment
10 Pokemon which have Move: Freeze-Dry
10 Pokemon which have Move: Dynamic Punch
10 Pokemon which have Move: Venom Drench
10 Pokemon which have Move: Beat Up
10 Pokemon which have Move: Cotton Spore
10 Pokemon which have Move: Thunder Punch
10 Pokemon which have Move: Defog
10 Pokemon which have Move: Poison Fang
9 Pokemon which have Move: Thunderbolt
9 Pokemon which have Move: Drill Run
9 Pokemon which have Move: Shadow Claw
9 Pokemon which have Move: Wild Charge
9 Pokemon which have Move: Crush Claw
9 Pokemon which have Move: Leaf Tornado
9 Pokemon which have Move: Switcheroo
9 Pokemon which have Move: Fell Stinger
9 Pokemon which have Move: Cotton Guard
9 Pokemon which have Move: Mimic
9 Pokemon which have Move: Spikes
9 Pokemon which have Move: Power Split
9 Pokemon which have Move: Tickle
9 Pokemon which have Move: Strength
9 Pokemon which have Move: Lock-On
8 Pokemon which have Move: Metronome
8 Pokemon which have Move: Leafage
8 Pokemon which have Move: Power Trick
8 Pokemon which have Move: Trick-or-Treat
8 Pokemon which have Move: Cross Chop
8 Pokemon which have Move: Misty Terrain
8 Pokemon which have Move: Fly
8 Pokemon which have Move: Hyper Fang
8 Pokemon which have Move: Extreme Speed
8 Pokemon which have Move: Signal Beam
8 Pokemon which have Move: Shadow Punch
8 Pokemon which have Move: Flash Cannon
8 Pokemon which have Move: Clear Smog
8 Pokemon which have Move: Brutal Swing
8 Pokemon which have Move: Rage Powder
8 Pokemon which have Move: Sludge
8 Pokemon which have Move: Wish
8 Pokemon which have Move: Ice Punch
8 Pokemon which have Move: Wonder Room
8 Pokemon which have Move: Acupressure
8 Pokemon which have Move: Focus Punch
8 Pokemon which have Move: Embargo
8 Pokemon which have Move: Psycho Cut
8 Pokemon which have Move: Dive
8 Pokemon which have Move: Eruption
8 Pokemon which have Move: Seismic Toss
8 Pokemon which have Move: Dragon Tail
7 Pokemon which have Move: Electric Terrain
7 Pokemon which have Move: Follow Me
7 Pokemon which have Move: Force Palm
7 Pokemon which have Move: Flame Burst
7 Pokemon which have Move: Psywave
7 Pokemon which have Move: Avalanche
7 Pokemon which have Move: Jump Kick
7 Pokemon which have Move: Recycle
7 Pokemon which have Move: Cross Poison
7 Pokemon which have Move: Vise Grip
7 Pokemon which have Move: High Jump Kick
7 Pokemon which have Move: Iron Tail
7 Pokemon which have Move: Burn Up
7 Pokemon which have Move: Brick Break
7 Pokemon which have Move: Metal Burst
7 Pokemon which have Move: Power Swap
7 Pokemon which have Move: Horn Drill
7 Pokemon which have Move: Captivate
7 Pokemon which have Move: Mirror Move
7 Pokemon which have Move: Sonic Boom
7 Pokemon which have Move: Gravity
6 Pokemon which have Move: Eerie Impulse
6 Pokemon which have Move: Me First
6 Pokemon which have Move: Weather Ball
6 Pokemon which have Move: Frost Breath
6 Pokemon which have Move: Foresight
6 Pokemon which have Move: Volt Switch
6 Pokemon which have Move: Vital Throw
6 Pokemon which have Move: Sludge Wave
6 Pokemon which have Move: Silver Wind
6 Pokemon which have Move: Head Smash
6 Pokemon which have Move: Aromatic Mist
6 Pokemon which have Move: Power Trip
6 Pokemon which have Move: Crabhammer
6 Pokemon which have Move: Hidden Power
6 Pokemon which have Move: Steel Wing
6 Pokemon which have Move: Slack Off
6 Pokemon which have Move: Magnitude
6 Pokemon which have Move: Aura Sphere
6 Pokemon which have Move: Glare
6 Pokemon which have Move: High Horsepower
6 Pokemon which have Move: Snarl
6 Pokemon which have Move: Horn Leech
5 Pokemon which have Move: Magic Room
5 Pokemon which have Move: Meditate
5 Pokemon which have Move: Magic Coat
5 Pokemon which have Move: Mud Sport
5 Pokemon which have Move: Meteor Mash
5 Pokemon which have Move: Morning Sun
5 Pokemon which have Move: Bone Rush
5 Pokemon which have Move: Shock Wave
5 Pokemon which have Move: Spiky Shield
5 Pokemon which have Move: Heat Wave
5 Pokemon which have Move: Mud Bomb
5 Pokemon which have Move: Branch Poke
5 Pokemon which have Move: Overheat
5 Pokemon which have Move: Needle Arm
5 Pokemon which have Move: Pay Day
5 Pokemon which have Move: Drain Punch
5 Pokemon which have Move: Low Sweep
5 Pokemon which have Move: Trick
5 Pokemon which have Move: Skull Bash
5 Pokemon which have Move: Synchronoise
5 Pokemon which have Move: Noble Roar
5 Pokemon which have Move: Ally Switch
5 Pokemon which have Move: Dragon Rage
5 Pokemon which have Move: Psycho Shift
5 Pokemon which have Move: Icicle Spear
5 Pokemon which have Move: Charge Beam
5 Pokemon which have Move: Submission
5 Pokemon which have Move: Boomburst
5 Pokemon which have Move: Bullet Punch
5 Pokemon which have Move: Mind Reader
5 Pokemon which have Move: Sleep Talk
4 Pokemon which have Move: Aurora Veil
4 Pokemon which have Move: Constrict
4 Pokemon which have Move: Pyro Ball
4 Pokemon which have Move: Poison Tail
4 Pokemon which have Move: First Impression
4 Pokemon which have Move: Icicle Crash
4 Pokemon which have Move: Mega Punch
4 Pokemon which have Move: Mega Kick
4 Pokemon which have Move: Water Spout
4 Pokemon which have Move: Magnetic Flux
4 Pokemon which have Move: Parabolic Charge
4 Pokemon which have Move: Tearful Look
4 Pokemon which have Move: Ion Deluge
4 Pokemon which have Move: Heat Crash
4 Pokemon which have Move: Substitute
4 Pokemon which have Move: Wake-Up Slap
4 Pokemon which have Move: Heal Bell
4 Pokemon which have Move: Waterfall
4 Pokemon which have Move: Snatch
4 Pokemon which have Move: Quash
4 Pokemon which have Move: Spore
3 Pokemon which have Move: Arm Thrust
3 Pokemon which have Move: Facade
3 Pokemon which have Move: Lunge
3 Pokemon which have Move: Crafty Shield
3 Pokemon which have Move: Power-Up Punch
3 Pokemon which have Move: Strength Sap
3 Pokemon which have Move: Mach Punch
3 Pokemon which have Move: Smart Strike
3 Pokemon which have Move: Chip Away
3 Pokemon which have Move: Pollen Puff
3 Pokemon which have Move: Rock Wrecker
3 Pokemon which have Move: Reflect Type
3 Pokemon which have Move: Sky Uppercut
3 Pokemon which have Move: Mystical Fire
3 Pokemon which have Move: Milk Drink
3 Pokemon which have Move: Simple Beam
3 Pokemon which have Move: Warm Front
3 Pokemon which have Move: Electroweb
3 Pokemon which have Move: Blaze Kick
3 Pokemon which have Move: Tail Slap
3 Pokemon which have Move: Grass Whistle
3 Pokemon which have Move: Skill Swap
3 Pokemon which have Move: Throat Chop
3 Pokemon which have Move: Psychic Terrain
3 Pokemon which have Move: Sacred Sword
3 Pokemon which have Move: Scald
3 Pokemon which have Move: Water Shuriken
3 Pokemon which have Move: Camouflage
3 Pokemon which have Move: Electrify
2 Pokemon which have Move: Razor Wind
2 Pokemon which have Move: Beak Blast
2 Pokemon which have Move: Kinesis
2 Pokemon which have Move: Thief
2 Pokemon which have Move: Shore Up
2 Pokemon which have Move: Land's Wrath
2 Pokemon which have Move: Bestow
2 Pokemon which have Move: Sacred Fire
2 Pokemon which have Move: Grass Knot
2 Pokemon which have Move: Spirit Shackle
2 Pokemon which have Move: Ominous Wind
2 Pokemon which have Move: Confide
2 Pokemon which have Move: Powder
2 Pokemon which have Move: Night Daze
2 Pokemon which have Move: Tar Shot
2 Pokemon which have Move: Triple Kick
2 Pokemon which have Move: Karate Chop
2 Pokemon which have Move: Drum Beating
2 Pokemon which have Move: Bonemerang
2 Pokemon which have Move: Punishment
2 Pokemon which have Move: Obstruct
2 Pokemon which have Move: Forest's Curse
2 Pokemon which have Move: Baneful Bunker
2 Pokemon which have Move: King's Shield
2 Pokemon which have Move: Teatime
2 Pokemon which have Move: Toxic Thread
2 Pokemon which have Move: Chatter
2 Pokemon which have Move: Octazooka
2 Pokemon which have Move: Twineedle
2 Pokemon which have Move: Trop Kick
2 Pokemon which have Move: Topsy-Turvy
2 Pokemon which have Move: Breeze
2 Pokemon which have Move: Cut
2 Pokemon which have Move: Crosswind
2 Pokemon which have Move: Dragon Darts
2 Pokemon which have Move: Nightmare
2 Pokemon which have Move: Jet Stream
2 Pokemon which have Move: Gust Gun
2 Pokemon which have Move: Uplifting Wind
2 Pokemon which have Move: Jaw Lock
2 Pokemon which have Move: Magnet Bomb
2 Pokemon which have Move: Lucky Chant
2 Pokemon which have Move: Mirror Shot
2 Pokemon which have Move: Flower Shield
2 Pokemon which have Move: Spider Web
2 Pokemon which have Move: Sparkling Aria
2 Pokemon which have Move: Smelling Salts
2 Pokemon which have Move: Soft-Boiled
1 Pokemon which have Move: Stone Axe
1 Pokemon which have Move: Lovely Kiss
1 Pokemon which have Move: Assist
1 Pokemon which have Move: Dire Claw
1 Pokemon which have Move: Meteor Assault
1 Pokemon which have Move: Power Shift
1 Pokemon which have Move: Poltergeist
1 Pokemon which have Move: Draco Meteor
1 Pokemon which have Move: Headlong Rush
1 Pokemon which have Move: Magic Powder
1 Pokemon which have Move: Triple Axel
1 Pokemon which have Move: Psyshield Bash
1 Pokemon which have Move: Rototiller
1 Pokemon which have Move: Wave Crash
1 Pokemon which have Move: Barb Barrage
1 Pokemon which have Move: Blast Burn
1 Pokemon which have Move: Vacuum Wave
1 Pokemon which have Move: Skitter Smack
1 Pokemon which have Move: Clamp
1 Pokemon which have Move: Burning Jealousy
1 Pokemon which have Move: Mat Block
1 Pokemon which have Move: Accelerock
1 Pokemon which have Move: Revelation Dance
1 Pokemon which have Move: Fiery Dance
1 Pokemon which have Move: Scale Shot
1 Pokemon which have Move: Volt Tackle
1 Pokemon which have Move: Circle Throw
1 Pokemon which have Move: Frustration
1 Pokemon which have Move: Heart Swap
1 Pokemon which have Move: Dark Void
1 Pokemon which have Move: Core Enforcer
1 Pokemon which have Move: Fire Pledge
1 Pokemon which have Move: Psychic Fangs
1 Pokemon which have Move: Coaching
1 Pokemon which have Move: Thousand Waves
1 Pokemon which have Move: Return
1 Pokemon which have Move: Double Slap
1 Pokemon which have Move: Frenzy Plant
1 Pokemon which have Move: Thousand Arrows
1 Pokemon which have Move: Searing Shot
1 Pokemon which have Move: V-create
1 Pokemon which have Move: Steel Beam
1 Pokemon which have Move: Refresh
1 Pokemon which have Move: Aeroblast
1 Pokemon which have Move: Luster Purge
1 Pokemon which have Move: Mist Ball
1 Pokemon which have Move: Magma Storm
1 Pokemon which have Move: Speed Swap
1 Pokemon which have Move: Rock Climb
1 Pokemon which have Move: Dual Wingbeat
1 Pokemon which have Move: Rising Voltage
1 Pokemon which have Move: Lash Out
1 Pokemon which have Move: Glaciate
1 Pokemon which have Move: Sky Drop
1 Pokemon which have Move: Cold Front
1 Pokemon which have Move: Bolt Strike
1 Pokemon which have Move: Fusion Bolt
1 Pokemon which have Move: Corrosive Gas
1 Pokemon which have Move: Blue Flare
1 Pokemon which have Move: Ice Ball
1 Pokemon which have Move: Fusion Flare
1 Pokemon which have Move: Grass Pledge
1 Pokemon which have Move: Water Pledge
1 Pokemon which have Move: Psycho Boost
1 Pokemon which have Move: Body Press
1 Pokemon which have Move: Focus Blast
1 Pokemon which have Move: Darkest Lariat
1 Pokemon which have Move: Flip Turn
1 Pokemon which have Move: Hydro Cannon
1 Pokemon which have Move: Defend Order
1 Pokemon which have Move: Grassy Glide
1 Pokemon which have Move: Attack Order
1 Pokemon which have Move: Misty Explosion
1 Pokemon which have Move: Telekinesis
1 Pokemon which have Move: Trick Room
1 Pokemon which have Move: Heart Stamp
1 Pokemon which have Move: Meteor Beam
1 Pokemon which have Move: Steel Roller
1 Pokemon which have Move: Fire Lash
1 Pokemon which have Move: Flying Press
1 Pokemon which have Move: Steamroller
1 Pokemon which have Move: Solar Blade
1 Pokemon which have Move: Head Charge
1 Pokemon which have Move: Expanding Force
1 Pokemon which have Move: Breaking Swipe
1 Pokemon which have Move: Trump Card
1 Pokemon which have Move: Zing Zap
1 Pokemon which have Move: Terrain Pulse
1 Pokemon which have Move: Present
1 Pokemon which have Move: No Retreat
1 Pokemon which have Move: Storm Throw
1 Pokemon which have Move: Flash
1 Pokemon which have Move: Tail Glow
1 Pokemon which have Move: Scorching Sands
0 Pokemon which have Move: Snap Trap
0 Pokemon which have Move: Jungle Healing
0 Pokemon which have Move: Precipice Blades
0 Pokemon which have Move: Bone Club
0 Pokemon which have Move: Freeze Shock
0 Pokemon which have Move: Apple Acid
0 Pokemon which have Move: Grav Apple
0 Pokemon which have Move: Seed Flare
0 Pokemon which have Move: Astral Barrage
0 Pokemon which have Move: Ice Burn
0 Pokemon which have Move: Ice Hammer
0 Pokemon which have Move: Shadow Bone
0 Pokemon which have Move: Spectral Thief
0 Pokemon which have Move: Moongeist Beam
0 Pokemon which have Move: Shadow Force
0 Pokemon which have Move: Glacial Lance
0 Pokemon which have Move: Techno Blast
0 Pokemon which have Move: Egg Bomb
0 Pokemon which have Move: Judgment
0 Pokemon which have Move: Multi-Attack
0 Pokemon which have Move: Oblivion Wing
0 Pokemon which have Move: Dragon Ascent
0 Pokemon which have Move: Relic Song
0 Pokemon which have Move: Shell Trap
0 Pokemon which have Move: Mind Blown
0 Pokemon which have Move: Thunderous Kick
0 Pokemon which have Move: Octolock
0 Pokemon which have Move: Rolling Kick
0 Pokemon which have Move: Dizzy Punch
0 Pokemon which have Move: Secret Power
0 Pokemon which have Move: Struggle
0 Pokemon which have Move: Hold Back
0 Pokemon which have Move: Secret Sword
0 Pokemon which have Move: Spike Cannon
0 Pokemon which have Move: Comet Punch
0 Pokemon which have Move: Strange Steam
0 Pokemon which have Move: Barrage
0 Pokemon which have Move: Decorate
0 Pokemon which have Move: Crush Grip
0 Pokemon which have Move: Spirit Break
0 Pokemon which have Move: Celebrate
0 Pokemon which have Move: Conversion
0 Pokemon which have Move: Conversion 2
0 Pokemon which have Move: Happy Hour
0 Pokemon which have Move: Hold Hands
0 Pokemon which have Move: Sharpen
0 Pokemon which have Move: Spotlight
0 Pokemon which have Move: Transform
0 Pokemon which have Move: Court Change
0 Pokemon which have Move: Stuff Cheeks
0 Pokemon which have Move: Purify
0 Pokemon which have Move: Nature's Madness
0 Pokemon which have Move: Shell Side Arm
0 Pokemon which have Move: Prismatic Laser
0 Pokemon which have Move: Photon Geyser
0 Pokemon which have Move: Geomancy
0 Pokemon which have Move: Floral Healing
0 Pokemon which have Move: Psystrike
0 Pokemon which have Move: Fairy Lock
0 Pokemon which have Move: Hyperspace Hole
0 Pokemon which have Move: Fleur Cannon
0 Pokemon which have Move: Light of Ruin
0 Pokemon which have Move: Thunder Cage
0 Pokemon which have Move: Barrier
0 Pokemon which have Move: Heal Block
0 Pokemon which have Move: Bolt Beak
0 Pokemon which have Move: Aura Wheel
0 Pokemon which have Move: Instruct
0 Pokemon which have Move: Lunar Dance
0 Pokemon which have Move: Miracle Eye
0 Pokemon which have Move: Eerie Spell
0 Pokemon which have Move: Freezing Glare
0 Pokemon which have Move: Diamond Storm
0 Pokemon which have Move: Doom Desire
0 Pokemon which have Move: Overdrive
0 Pokemon which have Move: Sunsteel Strike
0 Pokemon which have Move: Anchor Shot
0 Pokemon which have Move: Double Iron Bash
0 Pokemon which have Move: Gear Grind
0 Pokemon which have Move: Gear Up
0 Pokemon which have Move: Plasma Fists
0 Pokemon which have Move: Shift Gear
0 Pokemon which have Move: Behemoth Bash
0 Pokemon which have Move: Behemoth Blade
0 Pokemon which have Move: Origin Pulse
0 Pokemon which have Move: Dragon Energy
0 Pokemon which have Move: Steam Eruption
0 Pokemon which have Move: Clangorous Soul
0 Pokemon which have Move: Snipe Shot
0 Pokemon which have Move: Fishious Rend
0 Pokemon which have Move: Eternabeam
0 Pokemon which have Move: Dynamax Cannon
0 Pokemon which have Move: Dragon Hammer
0 Pokemon which have Move: Spacial Rend
0 Pokemon which have Move: Clanging Scales
0 Pokemon which have Move: Roar of Time
0 Pokemon which have Move: Surging Strikes
0 Pokemon which have Move: Ancient Wind
0 Pokemon which have Move: Grounding Wind
0 Pokemon which have Move: Mysterious Wind
0 Pokemon which have Move: Clear Skies
0 Pokemon which have Move: Crystal Bash
0 Pokemon which have Move: Fiery Wrath
0 Pokemon which have Move: Piercing Crystals
0 Pokemon which have Move: Crystal Dust
0 Pokemon which have Move: Wicked Blow
0 Pokemon which have Move: False Surrender
0 Pokemon which have Move: Springtide Storm
0 Pokemon which have Move: Mystical Power
0 Pokemon which have Move: Raging Fury
0 Pokemon which have Move: Chloroblast
0 Pokemon which have Move: Parting Shot
0 Pokemon which have Move: Mountain Gale
0 Pokemon which have Move: Hyperspace Fury
0 Pokemon which have Move: Victory Dance
0 Pokemon which have Move: Esper Wing
0 Pokemon which have Move: Heal Order
0 Pokemon which have Move: Bitter Malice
0 Pokemon which have Move: Shelter
0 Pokemon which have Move: Triple Arrows
0 Pokemon which have Move: Infernal Parade
0 Pokemon which have Move: Ceaseless Edge
0 Pokemon which have Move: Bleakwind Storm
0 Pokemon which have Move: Wildbolt Storm
0 Pokemon which have Move: Sandsear Storm
0 Pokemon which have Move: Lunar Blessing
0 Pokemon which have Move: Take Heart
0 Pokemon which have Move: Tera Blast
